timestamp,repetition,size_bytes,avg_send,send_stddev,window_init,rvsocket,rvbind,rvlisten,rvconnect,rvaccept
17:52:07.952,10,4,3.419,1.148,2.900,234.044,4.200,6.980,23556.862,7771.533
17:52:09.598,10,16,3.593,1.300,3.030,229.694,4.380,7.080,23561.732,7835.371
17:52:11.246,10,64,3.277,1.343,3.930,274.563,4.180,6.790,23992.790,7960.488
17:52:12.893,10,256,3.461,1.242,3.600,267.883,4.500,7.190,23765.856,7962.308
17:52:14.537,10,1024,4.667,1.517,3.360,231.274,4.160,6.990,23689.458,7697.605
17:52:16.187,10,4096,5.767,2.128,3.210,238.634,4.220,7.060,23413.026,7787.852
17:52:17.848,10,16384,9.419,2.198,3.500,280.743,4.570,7.240,23781.076,7852.761
17:52:19.548,10,65536,23.212,3.866,3.510,273.273,4.220,6.830,23780.186,7931.568
17:52:21.402,10,262144,87.090,9.575,2.940,241.784,4.280,7.140,23541.792,7689.265
17:52:23.874,10,1048576,338.097,29.383,3.130,248.343,4.470,7.190,23569.421,7750.063

