timestamp,repetition,size_bytes,min_us,max_us,avg_us,std_dev,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup
17:58:43.045,16,16384,13.180,23.270,14.666,0.968,14.330,0.049,3.608,216.550,8.279
17:58:45.199,16,65536,15.520,26.120,16.866,0.932,16.545,0.049,7.224,220.190,8.585
17:58:47.369,16,262144,23.390,41.450,25.167,1.200,24.837,0.051,17.434,214.460,9.351
17:58:49.613,16,1048576,62.690,74.410,65.044,1.289,64.674,0.060,54.175,219.810,8.095

17:58:51.632,17,1,12.400,20.650,13.786,0.923,13.459,0.049,1.378,217.900,8.146
17:58:53.779,17,4,12.510,23.500,13.864,1.014,13.541,0.049,1.358,210.870,7.973
17:58:55.926,17,16,12.550,21.090,13.851,0.879,13.528,0.049,1.393,215.320,8.228
17:59:00.210,17,64,12.530,48.630,13.908,1.477,13.575,0.049,2159.116,218.180,7.952
17:59:02.369,17,256,12.490,23.140,13.783,0.889,13.456,0.049,2.017,218.540,8.269
17:59:04.518,17,1024,12.580,20.790,13.851,0.914,13.513,0.049,2.137,221.770,8.258
17:59:06.665,17,4096,12.470,22.690,13.849,0.903,13.523,0.050,2.602,213.640,7.901
17:59:08.815,17,16384,13.200,31.190,14.590,1.119,14.265,0.050,3.639,220.490,8.167
17:59:10.970,17,65536,14.950,22.930,16.794,0.842,16.467,0.049,7.935,210.870,7.983
17:59:13.139,17,262144,24.830,34.920,26.394,1.046,26.072,0.050,16.594,214.190,8.330
17:59:15.386,17,1048576,62.740,86.320,65.236,1.437,64.849,0.062,54.113,216.790,8.207

17:59:19.539,18,1,12.480,64.360,13.889,1.849,13.554,0.049,2158.450,219.890,8.360
17:59:21.696,18,4,12.540,20.590,13.824,0.888,13.502,0.049,1.385,212.920,8.953
17:59:23.844,18,16,12.540,21.850,13.790,0.851,13.445,0.064,1.372,212.770,9.116
17:59:25.991,18,64,12.510,21.040,13.869,0.946,13.545,0.049,1.987,213.990,9.555
17:59:28.139,18,256,11.100,19.380,12.363,0.884,12.037,0.049,2.017,217.530,8.371
17:59:30.287,18,1024,12.440,21.120,13.715,0.900,13.382,0.049,2.120,214.900,9.014
17:59:32.436,18,4096,12.700,22.070,14.013,0.973,13.685,0.049,2.581,220.040,8.156
17:59:34.583,18,16384,11.380,32.040,12.998,1.212,12.676,0.050,3.624,220.940,8.115
17:59:36.739,18,65536,15.470,25.400,16.904,0.944,16.579,0.051,7.566,213.990,7.901
17:59:38.911,18,262144,24.770,32.320,26.344,0.984,26.017,0.050,17.388,215.140,8.115
17:59:41.154,18,1048576,63.220,90.680,65.338,1.525,64.956,0.059,54.840,209.020,8.238

17:59:43.171,19,1,12.520,21.610,13.433,0.811,13.109,0.052,1.365,213.580,8.013
17:59:45.319,19,4,12.520,28.850,13.816,1.025,13.488,0.049,1.367,218.340,8.269
17:59:47.467,19,16,12.470,21.350,13.757,0.951,13.436,0.049,1.389,211.520,8.310
17:59:49.615,19,64,8.167,13.912,9.071,0.562,8.854,0.033,1.305,215.950,9.545
17:59:51.762,19,256,12.540,20.730,13.792,0.864,13.456,0.049,1.995,213.900,9.473
17:59:53.908,19,1024,11.120,28.770,12.396,1.044,12.067,0.049,2.160,210.640,8.636
17:59:58.193,19,4096,11.600,51.650,14.062,1.547,13.733,0.049,2159.988,214.260,9.024
18:00:00.356,19,16384,12.890,21.200,14.383,0.915,14.060,0.049,3.522,215.860,8.279
18:00:02.509,19,65536,15.420,22.810,16.774,0.845,16.456,0.049,7.278,217.340,9.126
18:00:04.680,19,262144,24.920,34.160,26.690,1.124,26.365,0.049,17.274,214.260,8.177
18:00:06.923,19,1048576,62.760,78.430,65.191,1.439,64.818,0.052,53.829,213.650,9.279

18:00:08.942,20,1,12.460,34.210,13.791,1.097,13.466,0.049,1.355,211.050,9.157
18:00:11.088,20,4,11.940,20.240,13.209,0.848,12.879,0.049,1.354,203.450,7.830
18:00:13.237,20,16,12.520,21.250,13.795,0.896,13.466,0.049,1.391,214.890,9.126
18:00:17.520,20,64,12.000,49.790,13.333,1.464,13.003,0.050,2159.491,207.090,8.391
18:00:19.678,20,256,11.220,22.540,12.489,0.949,12.158,0.050,2.012,211.920,10.912
18:00:21.827,20,1024,11.540,31.630,13.829,1.147,13.499,0.049,2.145,216.480,8.555
18:00:23.976,20,4096,12.760,20.890,14.025,0.859,13.704,0.049,2.592,215.620,8.503
18:00:26.124,20,16384,13.390,30.060,14.698,1.024,14.368,0.050,3.638,213.050,8.197
18:00:28.279,20,65536,15.350,23.710,16.707,0.840,16.380,0.050,7.522,212.050,7.993
18:00:30.449,20,262144,24.730,45.850,26.275,1.302,25.946,0.050,16.513,214.860,8.595
18:00:32.693,20,1048576,62.070,71.940,64.429,1.184,64.056,0.062,53.910,206.470,7.585

18:00:36.846,21,1,11.140,55.830,12.490,1.692,12.160,0.049,2159.463,216.240,8.402
18:00:39.006,21,4,12.000,22.380,13.242,0.859,12.920,0.049,1.371,216.960,7.922
18:00:41.153,21,16,12.210,21.180,13.718,0.853,13.397,0.049,1.398,207.460,7.963
18:00:43.302,21,64,12.470,20.790,13.717,0.856,13.393,0.049,1.965,212.760,10.178
18:00:45.448,21,256,12.370,22.810,13.776,0.867,13.456,0.049,2.024,214.490,8.800
18:00:47.596,21,1024,10.430,20.530,13.307,0.839,12.973,0.049,2.110,209.410,7.738
18:00:49.743,21,4096,10.890,20.780,12.087,0.885,11.769,0.049,2.593,209.240,7.769
18:00:51.895,21,16384,13.350,22.230,14.794,0.958,14.466,0.050,3.344,217.890,8.116
18:00:54.048,21,65536,15.460,23.390,16.552,0.856,16.227,0.049,7.306,213.510,8.197
18:00:56.221,21,262144,24.690,32.450,25.874,0.922,25.549,0.050,17.184,215.400,8.636
18:00:58.463,21,1048576,62.720,72.480,65.171,1.318,64.787,0.060,54.152,217.240,8.238

18:01:00.480,22,1,11.180,19.160,12.360,0.843,12.036,0.049,1.372,215.980,7.993
18:01:02.628,22,4,12.510,21.320,13.563,0.850,13.231,0.054,1.363,212.370,7.881
18:01:04.775,22,16,12.490,20.270,13.735,0.795,13.401,0.053,1.362,212.380,9.004
18:01:06.924,22,64,12.430,29.990,13.804,1.069,13.480,0.050,1.969,217.070,8.391
18:01:09.071,22,256,12.330,30.150,13.732,0.987,13.409,0.049,2.021,211.730,8.861
18:01:11.218,22,1024,12.490,23.310,13.763,0.872,13.429,0.049,2.147,217.150,8.605
18:01:15.502,22,4096,10.030,45.230,12.722,1.445,12.388,0.049,2160.688,214.950,8.371
18:01:17.664,22,16384,13.290,21.570,14.261,0.786,13.934,0.049,3.603,219.790,8.044
18:01:19.819,22,65536,15.410,23.370,16.780,0.923,16.462,0.050,7.340,214.300,8.055
18:01:21.989,22,262144,24.750,32.060,26.296,0.950,25.967,0.049,17.267,217.270,8.187
18:01:24.233,22,1048576,62.820,84.660,65.256,1.497,64.880,0.058,54.291,213.640,8.146

18:01:26.250,23,1,12.500,20.450,13.472,0.766,13.142,0.052,1.384,220.020,8.524
18:01:28.396,23,4,10.550,26.770,12.417,0.988,12.087,0.049,1.396,217.650,8.238
18:01:30.546,23,16,12.500,21.310,13.747,0.845,13.424,0.049,1.371,218.990,8.187
18:01:34.829,23,64,12.560,50.650,13.886,1.526,13.545,0.050,2159.195,218.590,8.034
18:01:36.989,23,256,12.540,25.140,13.727,0.861,13.404,0.049,2.025,214.700,8.075
18:01:39.137,23,1024,12.550,21.630,13.767,0.877,13.442,0.049,2.115,217.370,8.534
18:01:41.285,23,4096,12.650,26.440,13.937,0.937,13.611,0.050,2.579,215.430,8.473
18:01:43.434,23,16384,13.300,21.800,14.692,0.863,14.366,0.049,3.627,219.320,9.545
