timestamp,repetition,size_bytes,min_send,max_send,avg_send,std_dev_send,avg_buffer_setup,avg_wr_setup,avg_poll,window_init,rvsocket_setup,rvconnect,min_recv,max_recv,avg_recv,std_dev_recv,rvbind,rvaccept
16:23:05.758,10,4,12.720,29.350,13.389,0.886,13.044,0.049,12.003,208.160,7.660,9217.111,0.080,343.140,25.596,11.039,4.290,18784.683
16:23:07.903,10,16,11.290,29.600,11.789,1.053,11.444,0.050,10.386,224.480,6.420,9228.771,0.090,282.860,22.318,9.442,4.560,7321.689
16:23:10.054,10,64,13.030,34.100,13.546,1.083,13.207,0.050,12.334,214.650,6.380,21297.716,0.080,280.470,26.033,9.417,4.620,18742.963
16:23:12.202,10,256,13.110,30.550,13.531,0.903,13.195,0.049,12.289,225.960,6.010,9296.111,0.080,316.891,26.069,10.094,5.430,18716.473
16:23:14.348,10,1024,12.650,33.420,13.064,1.051,12.717,0.049,11.968,220.920,13.500,9308.651,0.080,285.380,25.174,9.396,4.800,19409.764
16:23:16.498,10,4096,13.950,43.200,14.351,1.230,14.019,0.050,13.219,214.970,5.670,9217.921,0.080,278.960,27.947,9.232,4.010,18873.073
16:23:18.650,10,16384,10.437,26.845,10.720,0.689,10.496,0.033,9.761,218.810,4.043,6149.667,0.053,196.871,20.916,6.462,4.410,18695.543
16:23:20.811,10,65536,22.290,43.360,23.895,1.191,23.555,0.050,20.706,217.230,5.880,9323.762,0.080,297.620,45.990,9.764,4.220,18703.303
16:23:23.010,10,262144,51.940,73.220,52.876,1.427,52.537,0.050,40.008,213.900,7.800,9301.001,0.080,424.970,97.767,12.592,3.880,18719.593
16:23:25.373,10,1048576,167.450,181.950,170.728,2.171,170.315,0.066,117.484,216.180,5.750,9394.441,0.220,641.011,311.970,15.837,4.030,18636.753

16:23:27.233,11,1,12.630,31.590,13.146,1.031,12.819,0.049,11.797,211.320,5.160,9311.621,0.080,285.540,25.169,9.311,4.790,18734.133
16:23:29.382,11,4,13.140,32.120,13.607,0.840,13.269,0.049,12.213,221.760,5.510,9238.282,0.080,311.251,26.053,10.111,4.530,18756.863
16:23:31.530,11,16,13.060,29.480,13.541,0.914,13.206,0.050,12.102,214.740,5.560,9369.062,0.080,316.131,25.828,10.370,5.310,18712.533
16:23:33.675,11,64,12.470,32.490,13.176,0.861,12.842,0.049,11.912,225.790,16.520,9425.202,0.080,307.811,25.373,10.069,5.030,18645.403
16:23:35.824,11,256,12.960,33.260,13.572,0.904,13.237,0.049,12.211,215.020,5.770,9282.061,0.080,318.540,25.940,10.233,4.850,18648.593
16:23:37.971,11,1024,12.410,31.850,13.025,0.825,12.681,0.058,12.133,219.570,5.390,9204.431,0.080,276.840,25.342,9.065,4.210,18838.033
16:23:40.120,11,4096,13.410,48.390,14.057,1.378,13.722,0.050,12.926,211.020,5.650,9367.021,0.080,341.480,27.253,11.199,3.980,18773.933
16:23:42.272,11,16384,15.840,37.050,16.250,1.010,15.906,0.049,14.823,219.640,5.960,9355.051,0.080,323.971,31.570,10.537,4.410,18626.973
16:23:44.433,11,65536,23.320,44.070,23.942,0.870,23.614,0.049,20.582,228.000,5.870,9209.831,0.080,361.140,45.975,11.587,5.180,18784.473
16:23:46.633,11,262144,51.830,68.380,52.813,1.324,52.474,0.050,40.183,222.790,7.840,9285.811,0.080,444.641,97.860,13.264,5.050,18778.333
